vf_precinct_id,vf_precinct_county,vf_precinct_ward,vf_precinct_name,vf_precinct_code,vf_precinct_count
222111,TROUP,2,13 - Gray Hill,13,874
221642,GLYNN,5,5943 - Selden Park,5943,753
222241,JEFF DAVIS,500,501 - Ocmulgee 1,501,716
222418,JONES,2,02 - Clinton,2,990
222096,THOMAS,7,114 - New Covenant,114,1058
222456,WHITE,LRG,071 - Robertstown,71,208
221950,OGLETHORPE,4,CR - Crawford,CR,967
221220,RICHMOND,8,806,806,1153
222324,HABERSHAM,LRG,14 - Cool Springs,14,459
222546,WARE,7,409 - Waresboro,409,471
221121,BARTOW,4,11 - Mission Road,11,2386
221609,CLAYTON,2,RD02 - Riverdale 2,RD02,1596
22119,GWINNETT,5,117 - Martins J,117,1927
22104,LOWNDES,,05 - Jaycee Park Activities Building,5,3248
221761,PICKENS,LRG,11 - Appalachian,11,869
221338,DOUGHERTY,6,21 - International S,21,547
221319,FAYETTE,LRG,15 - Woolsey,15,857
22295,DEKALB,4,BF - Brockett Elem,BF,1313
22484,DEKALB,4,MW - Midvale Road,MW,1446
222101,CHATHAM,1,1-14C - St. Luke Church,1-14C,770
221432,CHATHAM,3,3-12C - Thunderbolt Mun Comp,3-12C,1055
222290,RICHMOND,2,207,207,929
221325,COBB,1,CH02 - Cheatham Hill 02,CH02,1209
22255,FULTON,4,SC02,SC02,566
22354,CHEROKEE,3,019 - Hickory Flat,19,1897
221476,COOK,1,Sparks,S,558
22294,DEKALB,7,WK - White Oak,WK,1441
221815,DODGE,3,LEE,LEE,2742
222744,EARLY,1,Colomokee,CO,137
222458,MADISON,4,Harrison,HAR,277
222246,WILCOX,4,4A - Rochelle South #4,04A,571
22263,PUTNAM,1,101,101,971
22198,COBB,6,VG04 - Vinings 04,VG04,1642
222645,LOWNDES,4,06 - Naylor City Hall,6,358
222169,CHATHAM,8,8-12C - Beach High School,8-12C,635
221725,CLAYTON,8,MO4 - Morrow 4,MO4,854
22711,FULTON,,12F,12F,408
222316,GLYNN,4,4913 - Ballard Complex,4913,1731
22756,DEKALB,2,WJ - Woodward Elem,WJ,1335
221105,WHEELER,3,1 - Alamo,1,1413
221139,HARRIS,1,VP - Valley Plains,VP,387
222149,TATTNALL,4,8 - District IV,8,1252
221529,MUSCOGEE,8,125 - Gallops/Hannan,125,1633
22794,CARROLL,4,1542 - Hulett,1542,944
221293,EFFINGHAM,1,01B,01B,1289
22276,FAYETTE,LRG,16 - McIntosh,16,1800
2257,CHEROKEE,6,036 - Teasley,36,2939
222790,COLQUITT,2,0009 - Crosland,9,138
221779,FULTON,6,SC11A,SC11A,813
22922,HENRY,2,51 - Oakland,51,1586
22602,PAULDING,LRG,11C - Taylor Farm Park,11C,4626
22480,FULTON,5,JC01,JC01,2174
221296,CAMDEN,3,13 - Mush Bluff,13,1235
22634,DOUGLAS,5,1260 - Fairplay M S,1260,1823
221918,CHATHAM,1,1-17C - Islands Elementary S,1-17C,1519
221239,WALTON,6,417 - Loganville North,417,2011
222561,EFFINGHAM,4,04C,04C,1097
221997,CHATHAM,1,1-13C - Cresthill Baptist,1-13C,667
221816,FULTON,7,SS08C,SS08C,378
221291,PUTNAM,3,105,105,1580
222514,FULTON,6,CP07B,CP07B,9
22649,CARROLL,1,642 - Villa Rica City,642,2824
222566,BURKE,1,0016 - Blakeney,16,271
222821,FULTON,3,EP05A,EP05A,1
221673,COLUMBIA,1,107 - Gospel Water Branch,107,607
2265,EFFINGHAM,2,02B,02B,1285
2227,DEKALB,4,PF - Pleasantdale Elem,PF,2770
222430,MARION,4,034 - Draneville,34,177
22625,FULTON,3,SS08A,SS08A,1185
221719,COWETA,2,11 - Welcome,11,1401
22156,FULTON,,12S,12S,965
22683,MONROE,1,09 - Forsyth,9,2061
221355,CLARKE,8,08C,08C,1985
22162,FAYETTE,LRG,03 - Europe,3,1170
22915,GWINNETT,,055 - Sugar Hill D,55,1622
222567,CAMDEN,1,01 - Tarboro,1,444
222451,HEARD,2,Centralhatchee,CEN,386
221195,ROCKDALE,,ST - Stanton,ST,1319
222352,SEMINOLE,4,Precinct 4,4,605
22262,HENRY,5,47 - Ellenwood,47,1668
221209,ROCKDALE,,BA - Barksdale,BA,1976
22361,FORSYTH,2,17 - Johns Creek,17,1888
22833,COBB,6,MT01 - Mt Bethel 01,MT01,1672
22912,GORDON,LRG,849-A - Gordon County,849-A,2955
222548,JONES,3,01 - Gray,1,1117
2289,CHATHAM,1,1-9 C - Immanuel Baptist Chu,1-9 C,442
2264,CHATHAM,3,3-2 C - Rose Of Sharon,3-2 C,1001
22401,CLARKE,3,03B,03B,3620
222776,TIFT,3,07 - Omega,7,448
222176,WALTON,1,425 - E Monroe,425,1760
222327,DODGE,4,MILAN,MILAN,189
222253,FULTON,3,CP01B,CP01B,258
221462,HOUSTON,2,MCMS - Mossy Creek Middle School,MCMS,3098
222698,MERIWETHER,5,14 - Cove,14,120
22212,RICHMOND,5,507,507,731
221978,UNION,LRG,03 - Owltown,3,657
22422,COBB,7,OR03 - Oregon 03,OR03,1893
221768,CLAYTON,5,RD05 - Riverdale 5,RD05,1307
22450,COBB,4,NS01 - Nicholson 01,NS01,1129
22441,THOMAS,,109 - Harper,109,1034
221900,OCONEE,LRG,07 - North Oconee,7,397
22327,COWETA,5,28 - Jefferson Parkway,28,3404
222521,TELFAIR,7,Milan,MI,490
222591,CAMDEN,5,04 - Browntown,4,375
22727,COBB,5,SF01 - Shallowford Falls 01,SF01,1348
221502,THOMAS,,119 - Resource Center,119,784
222604,LIBERTY,1,05 - Fleming West,5,229
221878,GWINNETT,,024 - Sugar Hill A,24,1818
222152,PIKE,5,6 - Lifsey Springs,6,480
222045,WEBSTER,4,Preston 1,P1,825
221305,COBB,1,MS01 - Mars Hill 01,MS01,1304
222229,JEFF DAVIS,100,100 - Hazlehurst,100,865
222094,SUMTER,1,15 - Leslie,15,991
222277,SUMTER,1,28 - Chambliss,28,487
22868,CLAYTON,7,FP6 - Forest Park 6,FP6,605
222530,COLUMBIA,1,106 - Savannah Rapids,106,704
222323,WALTON,5,416 - Walnut Grove,416,1052
221903,TOWNS,LRG,990 - Hiawassee,990,1677
221041,BARROW,6,10,10,1417
221018,CLAYTON,7,FP3 - Forest Park 3,FP3,1234
221122,CLARKE,6,06A,06A,1456
22579,CHEROKEE,5,015 - Deer Run,15,1286
222528,UNION,LRG,09 - Pat Colwell,9,819
22825,HARALSON,1,12 - Tallapoosa,12,1518
22963,TURNER,3,1 - Ashburn,1,1953
221650,DEKALB,7,BM - Bethune Middle,BM,1890
222248,FULTON,,05C,05C,113
22734,DEKALB,1,DG - Dunwoody High School,DG,959
222344,BIBB,5,HA5 - Hazzard 5,HA5,948
221671,FULTON,2,ML07B,ML07B,542
221003,COBB,4,EP01 - East Piedmont 01,EP01,1231
22929,WALKER,5,1501 - Chattanooga Valley,1501,3146
221566,COLUMBIA,2,074 - Mtz Col Fire Dept #4,74,1060
22692,FAYETTE,LRG,28 - Oak Ridge,28,883
221352,GORDON,LRG,1055 - Plainville,1055,903
222145,HENRY,1,59 - Grove Park,59,1494
22566,CHEROKEE,1,037 - Toonigh,37,2457
221138,GWINNETT,2,105 - Sugar Hill F,105,1877
221044,DEKALB,6,SI - Stn Mtn Middle,SI,1734
222717,MONTGOMERY,1,06 - Tarrytown,6,166
22375,CHATHAM,4,4-14C - Skid Methodist Ch,4-14C,851
222284,FULTON,,10J,10J,482
221867,BULLOCH,1,01 - Lockhart,1,328
221053,HALL,4,029 - Riverbend,29,775
22924,CHATTOOGA,LRG,962 - Subligna,962,234
222263,FULTON,,09D,09D,873
22967,TROUP,5,12 - Gardner Newman,12,1131
22544,DADE,4,1214 - New Salem,1214,578
22500,GWINNETT,3,106 - Suwanee C,106,1712
221185,HARRIS,3,U9 - Upper 19th,U9,696
22882,CARROLL,5,1240 - Mt Zion,1240,791
22435,DOUGLAS,1,737 - Chestnut Log,737,1506
221961,BAKER,LRG,Newton,N,552
222496,LAURENS,1,11 - Brewton,11,926
22742,CLAYTON,2,JB12 - Jonesboro 12,JB12,1260
22713,FULTON,,12T,12T,1032
221365,THOMAS,,118 - Remington Esc,118,1228
22913,CHATHAM,7,7-14C - Coastal Cathedr,7-14C,2788
221939,FAYETTE,LRG,04 - Fayetteville East,4,992
222581,DODGE,4,Clarks,CLARK,55
221067,LIBERTY,2,10 - Lyman Hall School,10,2195
22355,FULTON,7,SS18B,SS18B,124
22313,COBB,5,PF01 - Powers Ferry 01,PF01,1934
22419,COBB,,MR2B - Marietta 2b,MR2B,2153
222607,JEFF DAVIS,300,301 - Blackburn 1,301,480
22622,PAULDING,LRG,02B - Northside Elementary School,02B,1111
222534,JACKSON,1,1691 - Talmo,1691,551
22889,PAULDING,LRG,01C - Sammy McClure Middle School,01C,3831
221015,COBB,1,PM02 - Pine Mountain 02,PM02,1040
222022,BURKE,5,0015 - South Waynesboro,15,1485
222227,UNION,LRG,05 - Suches,5,313
22660,FLOYD,LRG,075 - Mt Alto North,75,1208
222315,MADISON,5,Colbert,COB,1294
221543,BIBB,6,HO1 - Howard 1,HO1,777
221421,LEE,2,#3 CJC,3,267
221349,GWINNETT,5,051 - Pinckneyville J,51,1305
222112,MORGAN,4,03 - Beth/Springfield,3,584
221711,NEWTON,1,07 - Brick Store,7,1119
222589,EMANUEL,3,0057 - Summertown,57,252
22335,CLARKE,7,07B,07B,1738
22795,HENRY,3,36 - McMullen,36,1196
222319,FLOYD,LRG,010 - Armuchee,10,568
22426,COBB,2,FO05 - Fair Oaks 05,FO05,1061
221755,FULTON,4,SC212,SC212,1243
222815,FULTON,7,RW21B,RW21B,4
22830,FULTON,4,PA01,PA01,1316
22953,COBB,3,PS3A - Powder Springs 3a,PS3A,1644
221397,OCONEE,LRG,03 - Antioch,3,540
22626,FLOYD,LRG,001 - Alto Park,1,1446
22151,FULTON,4,SC14,SC14,684
22323,FULTON,1,RW12A,RW12A,1489
221012,UNION,LRG,02 - Jones Creek,2,810
22994,BARTOW,5,10 - Kingston,10,1149
221660,GLYNN,2,2953 - Jekyll Island,2953,371
221505,HOUSTON,2,ANNX - Houston County Annex Building,ANNX,993
221364,DEKALB,2,BG - Briarcliff,BG,1138
22193,FULTON,,02L2,02L2,563
222748,TOOMBS,3,1715 - Normantown,1715,262
22849,GWINNETT,3,141 - Sugar Hill G,141,1361
221197,HENRY,2,31 - North Hampton,31,2722
221966,HABERSHAM,LRG,04 - Center Hill,4,1698
221050,FULTON,,05B,05B,1480
2237,FAYETTE,LRG,13 - Starrsmill,13,1322
222621,JOHNSON,4,55 - Kite,55,501
221265,MERIWETHER,1,08 - Upper 9th -Alvaton,8,621
221074,FULTON,,11R,11R,1077
22230,GLYNN,2,2923 - Ogelthorpe Point,2923,1389
221965,DOUGHERTY,2,19 - Radium Middle S,19,416
222191,APPLING,2,2,2,1045
221935,DEKALB,2,SN - Shamrock Middle,SN,785
221252,WAYNE,4,4B - Pine Street,04B,530
221301,FLOYD,LRG,035 - Everett Springs,35,186
222702,TERRELL,1,04 - Parrott,4,218
22531,WAYNE,4,4A - Vfw,04A,567
221448,CHATHAM,4,4-5 C - St. Francis Episcopa,4-5 C,1117
222531,MONTGOMERY,4,07 - Uvalda,7,510
22325,DEKALB,7,RK - Redan Road,RK,1063
222219,COWETA,2,13 - Raymond,13,937
22334,FULTON,,08B,08B,1595
221669,RICHMOND,8,804H,804H,1291
22549,SPALDING,1,18 - Community,18,803
221287,HENRY,4,40 - Stockbridge West,40,2002
22130,FULTON,7,JC19,JC19,1930
221036,CHATHAM,4,4-7 C - Wilm Is Un Meth Ch,4-7 C,1342
22444,FULTON,6,UC01A,UC01A,2299
22810,COWETA,4,07 - Fischer Road,7,1616
221470,TROUP,2,08 - Rosemont,8,1620
222225,WAYNE,3,3B - Gardi,03B,344
22787,FAYETTE,LRG,23 - Kenwood,23,399
222484,EMANUEL,1,1560 - Twin City,1560,878
221666,BIBB,2,GF1 - Godfrey 1,GF1,1849
22469,FULTON,2,AP06,AP06,667
222301,CATOOSA,4,BLCK - Blackstock,BLCK,978
221726,UNION,LRG,04 - Ivy Log,4,854
22117,GWINNETT,3,025 - Sugar Hill B,25,2207
22491,GWINNETT,5,023 - Pinckneyville D,23,1005
222046,PICKENS,LRG,07 - Talking Rock,7,777
222041,FULTON,,01P,01P,619
22403,COBB,2,LI01 - Lindley 01,LI01,2072
22122,COBB,5,HT01 - Hightower 01,HT01,1367
22287,DEKALB,2,HI - Margaret Harris Ed,HI,1507
221461,HOUSTON,5,HCTC - Houston County Career Academy,HCTC,3482
22812,FAYETTE,LRG,18 - Kedron,18,2203
221942,WALKER,5,1851 - Fairyland,1851,728
221949,BANKS,5,0005 - Columbia,5,166
222164,CLAY,5,5 - Days Cross Roads,5,229
222470,COLUMBIA,4,021 - Harlem Baptist,21,735
222028,FULTON,,12L,12L,374
221941,WHITFIELD,LRG,CA - Carbondale,CA,996
221485,BRYAN,5,05 - RH Recreation C,5,1301
221631,OCONEE,LRG,11 - Athens Academy,11,1031
221560,GWINNETT,2,070 - Goodwins B,70,1490
22390,HOUSTON,3,ROZR,ROZR,5663
221008,CATOOSA,3,Graysville,GRAY,2015
2256,DEKALB,1,DF - Dunwoody,DF,2163
221451,SCREVEN,7,01 - Sylvania,1,671
22366,GLYNN,2,2713 - Christian Renew,2713,2106
222337,TWIGGS,2,SG/T - Shady Grove/Tarvers,SG/T,500
221682,FULTON,,11A1,11A1,261
221367,HALL,3,021 - Fork,21,1493
22166,CHATHAM,3,3-10C - Bible Baptist Church,3-10C,1415
22424,COBB,3,CO01 - Cooper 01,CO01,2267
22244,FULTON,6,CP083,CP083,682
221619,DEKALB,6,FM - Freedom Middle,FM,1273
22223,COBB,6,EA01 - Eastside 01,EA01,1260
22347,CHEROKEE,4,011 - Carmel,11,1803
22304,BIBB,6,HO3 - Howard 3,HO3,2708
22288,COLUMBIA,2,090 - Abilene Baptist,90,1148
22981,COBB,7,KP01 - Kemp 01,KP01,824
221205,HALL,4,016 - Clarmont,16,1312
22798,HARALSON,4,05 - Corinth,5,702
222793,BEN HILL,7,3 - Williamson Mill,3,103
22308,BALDWIN,2,CTY2 - City Hall Annex,CTY2,395
222460,COFFEE,5,2 - Ambrose,2,1024
222453,EMANUEL,1,1429 - Garfield,1429,256
222474,HANCOCK,3,Mayfield B,03B,384
22273,FULTON,7,SS17,SS17,1932
221238,HALL,2,011 - Morgan III,11,1073
222524,COOK,5,Lenox,L,703
22453,COLUMBIA,3,060 - Col Cty Board Of Edu,60,967
22995,POLK,7,01 - Aragon,1,1534
221271,MUSCOGEE,1,113 - Mt Pilgrim,113,2671
222803,IRWIN,3,1661 - Mystic,1661,305
221715,HALL,2,009 - Morgan I,9,2457
22358,FULTON,5,JC12,JC12,1194
222500,DECATUR,6,1613 - Brinson,1613,496
22145,FULTON,,09G2,09G2,1507
222238,ELBERT,2,193 - Wyche,193,577
222261,FULTON,6,SC08C,SC08C,40
221332,CHEROKEE,2,020 - Hightower,20,1287
22964,COBB,5,GM01 - Garrison Mill 01,GM01,1158
221532,LINCOLN,3,3-B - Tabernacle,03-B,435
222755,EARLY,1,Freeman,F,129
221356,LUMPKIN,LRG,East,ET,1112
2251,DEKALB,5,WD - Woodrow Road,WD,2963
22180,CHATHAM,2,2-9 C - The Salvation Army,2-9 C,1575
221728,FRANKLIN,LRG,03 - Gumlog,3,773
221895,GLYNN,3,3723 - SE Baptist Bldg,3723,939
222197,COLUMBIA,2,016 - Woodlawn Bapt Church,16,431
22835,RICHMOND,1,101,101,705
222210,BUTTS,1,Worthville,WORTH,889
22572,BIBB,6,HO8 - Howard 8,HO8,1222
22374,COBB,6,SO03 - Sope Creek 03,SO03,1547
22753,CAMDEN,5,06 - West Kingsland,6,1345
221591,WALTON,5,423 - Broken Arrow,423,1706
22547,BUTTS,1,STARK,STARK,1248
22113,GWINNETT,1,134 - Baycreek F,134,1575
222163,WORTH,2,02 - Sylvester East,2,709
222198,DOOLY,1,05 - Unadilla,5,982
222471,BANKS,5,0012 - Washington,12,315
222666,JEFFERSON,1,0085 - Bartow,85,321
222774,ATKINSON,5,0002 - Axson,2,354
22738,FULTON,,09E,09E,1204
221385,GWINNETT,3,124 - Goodwins G,124,1107
221887,OGLETHORPE,3,BV - Beaverdam,BV,1014
22101,LOWNDES,6,02 - Old Pine Grove Elementary School Gym,2,4128
22901,BARTOW,1,06 - Center,6,1584
221496,HALL,3,007 - Flowery Branch II,7,1498
225,GWINNETT,3,056 - Duluth C,56,1143
2249,GWINNETT,2,100 - Suwanee B,100,1589
221510,FULTON,2,ML02A,ML02A,719
222226,TWIGGS,4,DB - Dry Branch,DB,848
22935,DOUGLAS,4,733 - Arbor Station,733,1353
221429,CLARKE,1,01D,01D,1283
221212,HENRY,4,38 - Hickory Flat,38,1983
221025,CHEROKEE,3,001 - Air Acres,1,1192
22437,FULTON,1,RW07,RW07,1040
222745,WAYNE,3,3C - Mt Pleasant,03C,158
22926,GWINNETT,2,154 - Pucketts D,154,1272
221501,CHEROKEE,4,040 - Victoria,40,1236
221644,BIBB,6,VV5 - Vineville 5,VV5,944
222141,ELBERT,2,202 - Webbsboro,202,213
22590,FULTON,,10H,10H,1398
22818,COWETA,5,17 - Central,17,1633
221101,JEFFERSON,2,0081 - Wrens,81,1476
222602,ATKINSON,3,0001 - Pearson County,1,877
22137,GWINNETT,3,062 - Pinckneyville L,62,898
221923,FULTON,6,CP012,CP012,414
221537,HARRIS,3,L9 - Lower 19th,L9,1090
221110,GLYNN,2,2933 - St Williams Chu,2933,2859
2218,FULTON,,06S,06S,1652
22541,GWINNETT,4,032 - Berkshire D,32,1132
222409,MCDUFFIE,7,137 - Marshall Church,137,550
22409,COBB,4,PR01 - Palmer 01,PR01,1185
221047,COBB,3,BT02 - Bryant 02,BT02,2997
2248,FULTON,2,AP14,AP14,1238
221087,DOUGLAS,3,736S - Holly Springs,736S,2316
221187,BIBB,4,HA2 - Hazzard 2,HA2,1960
22537,CAMDEN,3,10 - North Saint Marys,10,1285
222765,BROOKS,5,PR 01,1198,202
22974,WHITFIELD,,05A - Dalton Recreation Center,05A,1013
22719,MUSCOGEE,4,116 - Rothschild,116,3255
221987,BARROW,4,11,11,1185
22578,HALL,1,013 - Tadmore,13,2276
22102,LOWNDES,,04 - Northside Baptist Church Gym,4,5598
222103,RICHMOND,8,803,803,115
2242,GILMER,LRG,08 - Mountaintown,8,515
222541,PIKE,4,4 - Molena,4,651
222202,PIERCE,4,4B - Mershon,04B,209
221750,LAMAR,1,1711 - Barnesville Fbc,1711,1337
22904,FLOYD,LRG,130 - Watters,130,1671
221499,TELFAIR,4,Helena,HE,724
22510,FULTON,4,UC032,UC032,1232
221988,COFFEE,4,5 - Nicholls,5,1131
222786,WORTH,1,16 - Piney Woods,16,142
2235,FULTON,7,RW04,RW04,767
221390,COBB,4,AD01 - Addison 01,AD01,1005
221040,FAYETTE,LRG,25 - Harps Crossing,25,674
221760,STEPHENS,LRG,1 - Toccoa #1,1,2021
221370,SPALDING,4,12 - Liberty,12,710
22726,COBB,3,RS01 - Riverside 01,RS01,920
22647,FULTON,,08C,08C,644
2263,COBB,4,RM01 - Rocky Mount 01,RM01,1342
221010,HENRY,2,57 - Dutchtown,57,1120
22543,CHATHAM,7,7-12C - Risen Savior Church,7-12C,1952
22420,PAULDING,LRG,05B - Mt. Tabor Park,05B,3946
221340,DOUGHERTY,1,04 - Beattie Rd Chur/Chri,4,1843
221399,RICHMOND,4,401,401,1609
224,FULTON,7,SS22,SS22,1807
221125,COBB,7,LM03 - Lost Mountain 03,LM03,1902
22656,CLAYTON,7,FP5 - Forest Park 5,FP5,1841
222136,DOOLY,4,07 - Vienna,7,1520
222000,WORTH,3,09 - Warwick,9,384
221521,TOOMBS,,511 - Old Health Dept.,511,1259
22154,DEKALB,7,CK - Clarkston (Cla),CK,1982
22160,FULTON,3,SS09,SS09,1162
22820,CLAYTON,5,JB15 - Jonesboro 15,JB15,1527
2247,COBB,,MR7A - Marietta 7a,MR7A,2155
221090,HEARD,1,Cooksville,COO,347
221079,DEKALB,4,OB - Oakcliff Elem,OB,994
222637,MORGAN,2,07 - Rutledge,7,779
22199,CLARKE,7,07A,07A,1350
221298,GWINNETT,2,089 - Sugar Hill E,89,1350
221710,NEWTON,4,24 - Crowell,24,1875
22393,COBB,5,EL05 - Elizabeth 05,EL05,1272
221170,FULTON,,09A,09A,1714
221360,BIBB,6,HO7 - Howard 7,HO7,1139
222792,BRANTLEY,LRG,1 - Lulaton,1,372
221832,RICHMOND,4,407,407,671
222432,FULTON,4,CH02,CH02,149
222125,MACON,4,4 - Montezuma #4,4,892
221648,HOUSTON,4,ELBC - Elberta Center,ELBC,2202
221562,CLARKE,9,02A,02A,1758
221100,PAULDING,LRG,08B - Sarah Ragsdale Elementary School,08B,3619
22677,FULTON,,11K,11K,885
22735,GWINNETT,1,147 - Baycreek I,147,2014
221547,EFFINGHAM,1,01D,01D,815
221272,MUSCOGEE,2,104 - Britt David,104,1442
221376,FULTON,7,SS20,SS20,1321
22940,CHATTOOGA,LRG,1484 - Lyerly,1484,512
222709,DODGE,2,Mullis,MULLI,310
22938,POLK,3,03 - Cedartown,3,3538
22456,ROCKDALE,,HC - Honey Creek,HC,1046
22492,ROCKDALE,,CO - Conyers,CO,1674
221943,WALTON,7,454 - Mountain,454,533
222738,PIERCE,4,4D - Sunset/Sweat,04D,138
22562,HALL,3,004 - Oakwood II,4,627
221531,JENKINS,2,2 - Court House,2,674
2216,COBB,5,RW02 - Roswell 02,RW02,1439
222266,HART,1,4 - Cokesbury,4,582
222576,CHATHAM,3,3-8 C - Jenkins High School,3-8 C,544
221288,GWINNETT,5,123 - Pinckneyville Y,123,1630
222483,BURKE,1,0010 - Scotts Crossroads,10,137
22356,COLUMBIA,3,065 - Christ Sanctified Chu,65,1113
22594,BULLOCH,5,15 - Pittman Park,15,4532
22777,DOUGHERTY,5,09 - Second Mt Zion,9,737
221495,WALTON,3,427 - The Oasis Church,427,1190
222334,JASPER,5,296 - Martin & Burney,296,1313
22702,FULTON,1,RW05,RW05,1329
221346,BARROW,2,9,9,1389
22368,FAYETTE,LRG,35 - Spring Hill,35,1234
22699,DEKALB,7,GF - Glenwood Road,GF,1043
22600,FULTON,,04D,04D,650
222394,HARALSON,2,06 - Twentieth,6,319
22627,FLOYD,LRG,015 - Barkers,15,1086
222052,CLAYTON,9,MO6 - Morrow 6,MO6,1232
221830,HABERSHAM,LRG,05 - Mud Creek,5,1149
2287,MUSCOGEE,4,103 - St John/Belvede,103,2450
221149,COBB,4,EL02 - Elizabeth 02,EL02,1008
221183,COWETA,1,10 - Haralson,10,924
22204,FULTON,7,SS15A,SS15A,1637
221114,MUSCOGEE,1,126 - Edgewood Baptis,126,1625
222033,HANCOCK,2,Linton A,02A,639
221045,GWINNETT,4,019 - Martins C,19,1074
222723,SCREVEN,3,02 - Hunters,2,209
222006,FULTON,,03L,03L,386
222584,FRANKLIN,LRG,10 - Ashland,10,142
222706,GLASCOCK,LRG,Edgehill,EDGH,65
222794,WILKINSON,3,03 - Griffin,3,84
221000,COBB,7,HR01 - Harrison 01,HR01,1144
221217,FULTON,,01R,01R,868
221775,GWINNETT,1,137 - Rockycreek B,137,1954
222481,CHATHAM,8,8-13C - Savannah Christian S,8-13C,598
221991,MONROE,4,04 - Cabaniss,4,318
222287,FULTON,6,SC08E,SC08E,81
22388,DEKALB,6,RC - Redan Elem,RC,1081
22708,GWINNETT,2,018 - Martins B,18,1384
222036,PIKE,3,3 - Meansville,3,581
221380,GWINNETT,4,148 - Berkshire Q,148,745
221274,DEKALB,1,TG - Tilly Mill Road,TG,823
22246,COLQUITT,3,0002 - Moultrie,2,2645
222737,BERRIEN,4,518 - Alapaha,518,616
222543,LINCOLN,1,1-B - Lincoln Club House,01-B,394
22992,COBB,1,AC1B - Acworth 1b,AC1B,2338
222615,APPLING,1,01B,01B,657
221190,HENRY,3,60 - Lake Haven,60,1472
221011,BRYAN,5,06 - J.F. Gregory Park,6,1223
221539,LUMPKIN,LRG,West,WT,1685
221589,NEWTON,4,01 - City Pond,1,806
2217,FULTON,5,JC07,JC07,2071
222791,TREUTLEN,3,Gillis Springs,GILL,109
22451,COBB,7,DL01 - Dowell 01,DL01,1284
221292,BARTOW,1,12 - Pine Log,12,909
22822,COBB,3,HL01 - Harmony-Leland 01,HL01,2506
222417,CHATTOOGA,LRG,870 - Trion,870,2013
22506,BARTOW,3,17 - Cassville,17,2418
221315,HALL,2,008 - Roberts,8,2211
221969,CHATHAM,3,3-3 C - Savannah High School,3-3 C,439
222448,COLQUITT,6,0020 - Robinson,20,463
222078,DEKALB,6,RF - Rock Chapel Elem,RF,1087
22701,GWINNETT,4,035 - Cates D,35,1354
222026,DEKALB,3,AF - Austin Drive,AF,1018
221095,BARTOW,1,16 - Zena Drive,16,2943
22829,FULTON,,09F,09F,2162
222348,TELFAIR,1,McRae,MC,1386
221546,GREENE,1,007 - Liberty,7,244
22152,DEKALB,7,PI - Panola Way Elem,PI,977
22338,COBB,,MR6B - Marietta 6b,MR6B,1337
221708,CHATHAM,6,6-6 C - Savannah Comm C,6-6 C,845
222629,GRADY,1,H - Higdon,H,472
221577,ROCKDALE,,SP - St. Pius,SP,901
222736,IRWIN,1,0901 - Irwinville,901,390
22115,DEKALB,6,SU - South Hairston,SU,1607
221037,GWINNETT,4,092 - Berkshire J,92,1082
221583,DEKALB,4,VB - Valley Brook,VB,491
222668,BURKE,4,0003 - Girard,3,365
221278,CHEROKEE,2,027 - Macedonia,27,1611
221812,CHATHAM,3,3-9 C - Cokesbury Methodist,3-9 C,307
22508,FULTON,2,AP01B,AP01B,948
221759,DEKALB,3,CD - Cedar Grove Elem,CD,1600
22869,GWINNETT,4,034 - Berkshire F,34,954
222594,WORTH,2,05 - Shingler,5,253
22434,COBB,4,BG02 - Big Shanty 02,BG02,1320
222349,PUTNAM,2,103,103,770
221820,STEWART,3,02 - Richland,2,880
221834,LEE,1,#2 Smithville,2,550
222221,SCREVEN,1,08 - Co Sch Bus Garage,8,197
22740,COWETA,3,22 - Madras,22,1531
22593,FULTON,,09L,09L,1280
222654,BROOKS,1,PR 05,1571,340
22256,CALHOUN,4,4 - Edison-Arlington,4,327
222184,APPLING,1,01C,01C,433
221958,TALBOT,3,06 - Box Springs,6,252
22234,DEKALB,7,DE - Dunaire Elem,DE,873
221974,WASHINGTON,4,88 - Oconee,88,309
22793,COBB,2,MA04 - Mableton 04,MA04,691
221884,COLUMBIA,3,015 - Lewis Methodist,15,1487
221913,BARROW,6,15,15,1223
222341,FULTON,4,FA01B,FA01B,306
221436,CHATHAM,4,4-8 C - Wilmington Island Pr,4-8 C,1463
221766,FULTON,,10M,10M,1084
22191,FULTON,7,SS06,SS06,701
221350,FLOYD,LRG,060 - Howell,60,669
221204,GORDON,LRG,856 - Lily Pond,856,818
222650,JACKSON,5,0428 - Cunningham,428,378
22182,BIBB,1,EM6 - East Macon 6,EM6,1211
221639,WARREN,5,1 - Warrenton,1,1103
221995,SCHLEY,2,01 - Precinct One,1,1454
22521,LOWNDES,2,01 - Hahira Historic,1,3167
222564,TOOMBS,6,1521 - Harden Chapel,1521,249
222187,PUTNAM,4,108,108,904
221033,DEKALB,2,EG - Emory South,EG,1921
22526,FORSYTH,2,21 - South Forsyth,21,2109
22517,FULTON,,08H,08H,1202
221127,LANIER,3,1 - Lakeland,1,1780
221701,DADE,2,1885 - New Home,1885,380
221627,COBB,4,KE3A - Kennesaw 3a,KE3A,877
22629,MUSCOGEE,3,101 - Wynnton/Britt,101,2932
222379,BACON,2,Douglas,DOUGL,1855
222021,CHATHAM,4,4-11C - Tybee Is Sch Cafe,4-11C,960
